id,category,subcategory,name,priority,group,job_titles,archived,subCatOrderID,skillOrderID,mainCatOrderID
426,"Maintenance, Install & Repair: Vehicles, Engines & Equipment","Welding, Torch Cutting, Soldering & Brazing",Brazing,3,245,Brazing Specialist,false,5,2,17
427,"Maintenance, Install & Repair: Vehicles, Engines & Equipment","Welding, Torch Cutting, Soldering & Brazing",Cutting / OFC-A,2,246,Cutting / OFC-A Professional,false,5,3,17
428,"Maintenance, Install & Repair: Vehicles, Engines & Equipment","Welding, Torch Cutting, Soldering & Brazing",Exothermic,3,247,Exothermic Welding Professional,false,5,4,17
429,"Maintenance, Install & Repair: Vehicles, Engines & Equipment","Welding, Torch Cutting, Soldering & Brazing",MIG / GMAW,3,248,MIG / GMAW Welding Professional,false,5,5,17
430,"Maintenance, Install & Repair: Vehicles, Engines & Equipment","Welding, Torch Cutting, Soldering & Brazing",MAG / GMAW,3,249,MAG / GMAW Welding Professional,false,5,6,17
431,"Maintenance, Install & Repair: Vehicles, Engines & Equipment","Welding, Torch Cutting, Soldering & Brazing",Stick / SMAW,3,250,Stick / SMAW Welding Professional,false,5,7,17
432,"Maintenance, Install & Repair: Vehicles, Engines & Equipment","Welding, Torch Cutting, Soldering & Brazing",TIG / GTAW,3,251,TIG / GTAW Welding Professional,false,5,8,17
433,"Maintenance, Install & Repair: Vehicles, Engines & Equipment","Welding, Torch Cutting, Soldering & Brazing",Flux-cored / FCAW,3,252,Flux-cored / FCAW,false,5,9,17
434,"Maintenance, Install & Repair: Vehicles, Engines & Equipment","Welding, Torch Cutting, Soldering & Brazing",PAW,3,253,PAW Welding Professional,false,5,10,17
435,"Maintenance, Install & Repair: Vehicles, Engines & Equipment","Welding, Torch Cutting, Soldering & Brazing",Atomic hydrogen / AHW,3,254,Atomic hydrogen / AHW Welding Professional,false,5,11,17
436,"Maintenance, Install & Repair: Vehicles, Engines & Equipment","Welding, Torch Cutting, Soldering & Brazing",Underwater,4,255,Underwater Welding Professional,false,5,12,17
437,"Craft Services, Repair & Restoration: Consumer Goods","Equipment, Appliances & Electronics","Computer, smartphone & consumer electronics repair",3,243,Consumer Electronics Repair Specialist,false,6,1,16
438,"Craft Services, Repair & Restoration: Consumer Goods","Equipment, Appliances & Electronics",Appliance maintenance & repair: residential,3,239,Appliance Repair Specialist,false,6,2,16
439,"Craft Services, Repair & Restoration: Consumer Goods","Equipment, Appliances & Electronics",Appliance maintenance & repair: commercial,3,240,Appliance Repair Specialist,false,6,3,16
440,"Craft Services, Repair & Restoration: Consumer Goods","Equipment, Appliances & Electronics",Appliance maintenance & repair: espresso machines,3,241,Esspresso Machine Repair Specialist,false,6,4,16
441,"Craft Services, Repair & Restoration: Consumer Goods","Equipment, Appliances & Electronics",Medical equipment maintenance & repair,3,242,Medical Equipment Repair Specialist,false,6,5,16
442,"Craft Services, Repair & Restoration: Consumer Goods","Furniture, Picture Framing, Knife Sharpening & Florists",Upholstery,3,,,false,7,1,16
443,"Craft Services, Repair & Restoration: Consumer Goods","Furniture, Picture Framing, Knife Sharpening & Florists",Woodworking,4,256,Woodworker,false,7,2,16
444,"Craft Services, Repair & Restoration: Consumer Goods","Furniture, Picture Framing, Knife Sharpening & Florists",Picture framing,3,,Picture Framer,false,7,3,16
445,"Craft Services, Repair & Restoration: Consumer Goods","Furniture, Picture Framing, Knife Sharpening & Florists",Knife sharpening,3,,Knife Sharpening Professional,false,7,4,16
446,"Craft Services, Repair & Restoration: Consumer Goods","Furniture, Picture Framing, Knife Sharpening & Florists",Florist,3,,Florist,false,7,5,16
447,"Craft Services, Repair & Restoration: Consumer Goods",Jewelry,Watch repair,4,,Watch Repair Professional,false,8,1,16
448,"Craft Services, Repair & Restoration: Consumer Goods",Jewelry,Jeweler,4,,Jeweler,false,8,2,16
449,"Craft Services, Repair & Restoration: Consumer Goods",Jewelry,Soldering,3,244,Soldering Specialist,false,8,3,16
450,"Craft Services, Repair & Restoration: Consumer Goods",Clothing & Shoes,Tailor / alterations,3,,Garment Specialist,false,9,1,16
451,"Craft Services, Repair & Restoration: Consumer Goods",Clothing & Shoes,Shoe repair,3,,Shoe Repair Specialist,false,9,2,16
452,"Construction, Install & Maintenance: Infrastructure & Property",Construction Site Management,General: residential,5,,Construction Site Manager,false,1,1,18
453,"Construction, Install & Maintenance: Infrastructure & Property",Construction Site Management,General: commercial,5,,Construction Site Manager,false,1,2,18
454,"Construction, Install & Maintenance: Infrastructure & Property",Construction Site Management,Concrete: commercial,5,,Concrete Construction Site Manager,false,1,3,18
455,"Construction, Install & Maintenance: Infrastructure & Property",Construction Site Management,Steel: commercial,5,,Steel Construction Site Manager,false,1,4,18
456,"Construction, Install & Maintenance: Infrastructure & Property",Construction Site Management,Electrical: commercial,5,,Electrical Construction Site Manager,false,1,5,18
457,"Construction, Install & Maintenance: Infrastructure & Property",Construction Site Management,HVAC: commercial,5,,HVAC Construction Site Manager,false,1,6,18
458,"Construction, Install & Maintenance: Infrastructure & Property",Construction Site Management,Plumbing: commercial,5,,Plumbing Construction Site Manager,false,1,7,18
459,"Construction, Install & Maintenance: Infrastructure & Property",Construction Site Management,Roofing: commercial,5,,Roofing Construction Site Manager,false,1,8,18
460,"Construction, Install & Maintenance: Infrastructure & Property",Construction Site Management,Painting: commercial,5,,Painting Construction Site Manager,false,1,9,18
461,"Construction, Install & Maintenance: Infrastructure & Property",Construction Site Management,Flooring: commercial,5,,Flooring Construction Site Manager,false,1,10,18
462,"Construction, Install & Maintenance: Infrastructure & Property",Construction Site Management,Drywall: commercial,5,,Drywall Construction Site Manager,false,1,11,18
463,"Construction, Install & Maintenance: Infrastructure & Property",Construction Site Management,Insulation: commercial,5,,Insulation Construction Site Manager,false,1,12,18
464,"Construction, Install & Maintenance: Infrastructure & Property",Construction Site Management,Doors & windows: commercial,5,,Doors & Windows Construction Site Manager,false,1,13,18
465,"Construction, Install & Maintenance: Infrastructure & Property",Construction Site Management,Glass: commercial,5,,Glass Construction Site Manager,false,1,14,18
466,"Construction, Install & Maintenance: Infrastructure & Property",Construction Site Management,Masonry: commercial,5,,Masonry Construction Site Manager,false,1,15,18
467,"Construction, Install & Maintenance: Infrastructure & Property",Construction Site Management,Audio / visual: commercial,5,,Audio / Visual Construction Site Manager,false,1,16,18
468,"Construction, Install & Maintenance: Infrastructure & Property",Construction Site Management,Scaffolding: commercial,5,,Scaffolding Construction Site Manager,false,1,17,18
469,"Construction, Install & Maintenance: Infrastructure & Property",Construction Site Management,Demolition: commercial,5,,Demolition Construction Site Manager,false,1,18,18
470,"Construction, Install & Maintenance: Infrastructure & Property",Construction Site Management,Landscaping,5,63,Landscaping Construction Site Manager,false,1,19,18
471,"Construction, Install & Maintenance: Infrastructure & Property",Construction Site Management,Pools & water features,5,64,Pool Construction Site Manager,false,1,20,18
472,"Construction, Install & Maintenance: Infrastructure & Property",Construction Site Management,Roadways & heavy civil,5,,Roadways & Heavy Civil Construction Site Manager,false,1,21,18
473,"Construction, Install & Maintenance: Infrastructure & Property",Construction Site Management,Electricity: utilities,5,,Electricity Utilities Construction Site Manager,false,1,22,18
474,"Construction, Install & Maintenance: Infrastructure & Property",Construction Site Management,Solar: utilities,5,,Solar Utilities Construction Site Manager,false,1,23,18
475,"Construction, Install & Maintenance: Infrastructure & Property",Construction Site Management,Wind: utilities,5,,Wind Utilities Construction Site Manager,false,1,24,18
476,"Construction, Install & Maintenance: Infrastructure & Property",Construction Site Management,Gas: utilities,5,,Gas Utilities Construction Site Manager,false,1,25,18
477,"Construction, Install & Maintenance: Infrastructure & Property",Construction Site Management,Water: utilities,5,,Water Utilities Construction Site Manager,false,1,26,18
478,"Construction, Install & Maintenance: Infrastructure & Property",Construction Site Management,Telecom: utilities,5,,Telecom Utilities Construction Site Manager,false,1,27,18
479,"Construction, Install & Maintenance: Infrastructure & Property",Construction Project Management,General: residential,5,,Construction Project Manager,false,2,1,18
480,"Construction, Install & Maintenance: Infrastructure & Property",Construction Project Management,General: commercial,5,,Construction Project Manager,false,2,2,18
481,"Construction, Install & Maintenance: Infrastructure & Property",Construction Project Management,Concrete: commercial,5,,Concrete Project Manager,false,2,3,18
482,"Construction, Install & Maintenance: Infrastructure & Property",Construction Project Management,Steel: commercial,5,,Steel Project Manager,false,2,4,18
483,"Construction, Install & Maintenance: Infrastructure & Property",Construction Project Management,Electrical: commercial,5,,Electrical Project Manager,false,2,5,18
484,"Construction, Install & Maintenance: Infrastructure & Property",Construction Project Management,HVAC: commercial,5,,HVAC Project Manager,false,2,6,18
485,"Construction, Install & Maintenance: Infrastructure & Property",Construction Project Management,Plumbing: commercial,5,,Plumbing Project Manager,false,2,7,18
486,"Construction, Install & Maintenance: Infrastructure & Property",Construction Project Management,Roofing: commercial,5,,Roofing Project Manager,false,2,8,18
487,"Construction, Install & Maintenance: Infrastructure & Property",Construction Project Management,Painting: commercial,5,,Painting Project Manager,false,2,9,18
488,"Construction, Install & Maintenance: Infrastructure & Property",Construction Project Management,Flooring: commercial,5,,Flooring Project Manager,false,2,10,18
489,"Construction, Install & Maintenance: Infrastructure & Property",Construction Project Management,Drywall: commercial,5,,Drywall Project Manager,false,2,11,18
490,"Construction, Install & Maintenance: Infrastructure & Property",Construction Project Management,Insulation: commercial,5,,Insulation Project Manager,false,2,12,18
491,"Construction, Install & Maintenance: Infrastructure & Property",Construction Project Management,Doors & windows: commercial,5,,Doors & Windows Project Manager,false,2,13,18
492,"Construction, Install & Maintenance: Infrastructure & Property",Construction Project Management,Glass: commercial,5,,Glass Project Manager,false,2,14,18
493,"Construction, Install & Maintenance: Infrastructure & Property",Construction Project Management,Masonry: commercial,5,,Masonry Project Manager,false,2,15,18
494,"Construction, Install & Maintenance: Infrastructure & Property",Construction Project Management,Audio / visual: commercial,5,,Audio / Visual Project Manager,false,2,16,18
495,"Construction, Install & Maintenance: Infrastructure & Property",Construction Project Management,Scaffolding: commercial,5,,Scaffolding Project Manager,false,2,17,18
496,"Construction, Install & Maintenance: Infrastructure & Property",Construction Project Management,Landscaping,5,65,Landscaping Project Manager,false,2,18,18
497,"Construction, Install & Maintenance: Infrastructure & Property",Construction Project Management,Pools & water features,5,66,Pool Construction Project Manager,false,2,19,18
498,"Construction, Install & Maintenance: Infrastructure & Property",Construction Project Management,Roadways & heavy civil,5,,Roadways & Heavy Civil Project Manager,false,2,20,18
499,"Construction, Install & Maintenance: Infrastructure & Property",Construction Project Management,Electricity: utilities,5,,Electricity Utilities Project Manager,false,2,21,18
500,"Construction, Install & Maintenance: Infrastructure & Property",Construction Project Management,Solar: utilities,5,,Solar Utilities Project Manager,false,2,22,18
501,"Construction, Install & Maintenance: Infrastructure & Property",Construction Project Management,Wind: utilities,5,,Wind Utilities Project Manager,false,2,23,18
502,"Construction, Install & Maintenance: Infrastructure & Property",Construction Project Management,Gas: utilities,5,,Gas Utilities Project Manager,false,2,24,18
503,"Construction, Install & Maintenance: Infrastructure & Property",Construction Project Management,Water: utilities,5,,Water Utilities Project Manager,false,2,25,18
504,"Construction, Install & Maintenance: Infrastructure & Property",Construction Project Management,Telecom: utilities,5,,Telecom Utilities Project Manager,false,2,26,18
505,"Construction, Install & Maintenance: Infrastructure & Property",Construction Estimating,General: residential,4,,Construction Estimator,false,3,1,18
506,"Construction, Install & Maintenance: Infrastructure & Property",Construction Estimating,General: commercial,4,,Construction Estimator,false,3,2,18
507,"Construction, Install & Maintenance: Infrastructure & Property",Construction Estimating,Concrete: commercial,4,,Concrete Estimator,false,3,3,18
508,"Construction, Install & Maintenance: Infrastructure & Property",Construction Estimating,Steel: commercial,4,,Steel Estimator,false,3,4,18
509,"Construction, Install & Maintenance: Infrastructure & Property",Construction Estimating,Electrical: commercial,4,,Electrical Estimator,false,3,5,18
510,"Construction, Install & Maintenance: Infrastructure & Property",Construction Estimating,HVAC: commercial,4,,HVAC Estimator,false,3,6,18
511,"Construction, Install & Maintenance: Infrastructure & Property",Construction Estimating,Plumbing: commercial,4,,Plumbing Estimator,false,3,7,18
512,"Construction, Install & Maintenance: Infrastructure & Property",Construction Estimating,Roofing: commercial,4,,Roofing Estimator,false,3,8,18
513,"Construction, Install & Maintenance: Infrastructure & Property",Construction Estimating,Painting: commercial,4,,Painting Estimator,false,3,9,18
514,"Construction, Install & Maintenance: Infrastructure & Property",Construction Estimating,Flooring: commercial,4,,Flooring Estimator,false,3,10,18
515,"Construction, Install & Maintenance: Infrastructure & Property",Construction Estimating,Drywall: commercial,4,,Drywall Estimator,false,3,11,18
516,"Construction, Install & Maintenance: Infrastructure & Property",Construction Estimating,Insulation: commercial,4,,Insulation Estimator,false,3,12,18
517,"Construction, Install & Maintenance: Infrastructure & Property",Construction Estimating,Doors & windows: commercial,4,,Doors & Windows Estimator,false,3,13,18
518,"Construction, Install & Maintenance: Infrastructure & Property",Construction Estimating,Glass: commercial,4,,Glass Estimator,false,3,14,18
