id,category,subcategory,name,priority,group,job_titles,archived,subCatOrderID,skillOrderID,mainCatOrderID
11,Retail & Foodservice,Management,Catering,5,,"Catering Manager, Catering Operations Lead",false,1,12,1
12,Retail & Foodservice,Management,Baking,5,,"Head Baker, Baking Manager, Baking Operations Lead",false,1,13,1
13,Retail & Foodservice,Management,Pastry,5,,"Pastry Chef, Pastry Manager, Pastry Operations Lead",false,1,14,1
14,Retail & Foodservice,Management,Meat & Seafood,5,,"Meat & Seafood Manager, Meat & Seafood Lead",false,1,15,1
15,Retail & Foodservice,Management,Valet / parking,4,2,"Parking Manager, Parking Management, Parking Lead, Parking Supervisor",false,1,16,1
16,Retail & Foodservice,"Sales, Customer Services & Retail Operations",Sales: consumer / retail,3,3,"Sales Associate, Salesperson, Sales, Sales Representative",false,2,1,1
17,Retail & Foodservice,"Sales, Customer Services & Retail Operations",Sales: commercial / enterprise,4,4,"Sales Associate, Salesperson, Sales, Sales Representative",false,2,2,1
18,Retail & Foodservice,"Sales, Customer Services & Retail Operations",Customer service,3,6,"Customer Service Associate, Customer Service, Associate",false,2,4,1
19,Retail & Foodservice,"Sales, Customer Services & Retail Operations",Cashier,2,8,"Cashier, Team Member, Associate",false,2,5,1
20,Retail & Foodservice,"Sales, Customer Services & Retail Operations",Bank teller,3,9,"Bank Teller, Teller",false,2,6,1
21,Retail & Foodservice,"Sales, Customer Services & Retail Operations",Procurement: consumer / retail,3,,"Procurement, Buyer, Purchasing Associate, Buying Specialist",false,2,7,1
22,Retail & Foodservice,"Sales, Customer Services & Retail Operations",Procurement: commercial / enterprise,4,,"Procurement, Buyer, Purchasing Associate, Buying Specialist",false,2,8,1
23,Retail & Foodservice,"Sales, Customer Services & Retail Operations",Merchandising,3,,Merchandiser,false,2,9,1
24,Retail & Foodservice,"Sales, Customer Services & Retail Operations",Receiving,3,10,"Receiver, Receiving Associate",false,2,10,1
25,Retail & Foodservice,"Sales, Customer Services & Retail Operations",Inventory,3,11,"Inventory Specialist, Inventory Associate",false,2,11,1
26,Retail & Foodservice,"Sales, Customer Services & Retail Operations",Auditing,3,,Auditor,false,2,12,1
27,Retail & Foodservice,"Sales, Customer Services & Retail Operations",General labor: light lifting,1,12,"Team Member, Associate, Crew Member",false,2,13,1
28,Retail & Foodservice,"Sales, Customer Services & Retail Operations",General labor: heavy lifting,1,13,"Team Member, Associate, Crew Member",false,2,14,1
29,Retail & Foodservice,"Sales, Customer Services & Retail Operations",Janitorial / custodial,2,14,"Steward, Custodian, Janitorial Services Associate",false,2,15,1
30,Retail & Foodservice,"Sales, Customer Services & Retail Operations",Valet / parking,1,15,"Parking Attendant, Parking Associate, Parking Valet, Car Attendant",false,2,16,1
31,Retail & Foodservice,"Hosts, Servers & Dining Services",Host,2,,Host,false,3,1,1
32,Retail & Foodservice,"Hosts, Servers & Dining Services",Server / waitstaff,3,5,"Server, Waitstaff",false,3,2,1
33,Retail & Foodservice,"Hosts, Servers & Dining Services",Food runner,2,,Food Runner,false,3,3,1
34,Retail & Foodservice,"Hosts, Servers & Dining Services",Bussing tables,1,,"Busser, Table Busser",false,3,4,1
35,Retail & Foodservice,"Hosts, Servers & Dining Services",Flight attendant,3,16,Flight Attendant,false,3,5,1
36,Retail & Foodservice,Beverages,Barista,2,,Barista,false,4,1,1
37,Retail & Foodservice,Beverages,Barback,1,,Barback,false,4,2,1
38,Retail & Foodservice,Beverages,Bartender,3,,Bartender,false,4,3,1
39,Retail & Foodservice,Beverages,Wine Steward / Sommelier,4,,Wine Steward,false,4,4,1
40,Retail & Foodservice,Beverages,Brewing beer,4,17,Brewer,false,4,5,1
41,Retail & Foodservice,Beverages,Distilling spirits,4,18,Distiller,false,4,6,1
42,Retail & Foodservice,Beverages,Roasting coffee,3,19,Coffee Roaster,false,4,7,1
43,Retail & Foodservice,"Kitchen / Food ",Dishwasher,1,,Dishwasher,false,5,1,1
44,Retail & Foodservice,"Kitchen / Food ",Expeditor,3,,Expeditor,false,5,2,1
45,Retail & Foodservice,"Kitchen / Food ",Food prep / assembly,2,,"Food Prep, Food Production",false,5,3,1
46,Retail & Foodservice,"Kitchen / Food ",Cook,3,,Cook,false,5,4,1
47,Retail & Foodservice,"Kitchen / Food ",Making sushi,3,,Sushi Chef,false,5,5,1
48,Retail & Foodservice,"Kitchen / Food ",Making pizza,3,,Pizza Cook,false,5,6,1
49,Retail & Foodservice,"Kitchen / Food ",Making pasta,3,,Pasta Maker,false,5,7,1
50,Retail & Foodservice,"Kitchen / Food ",Butcher,3,,Butcher,false,5,8,1
51,Retail & Foodservice,"Kitchen / Food ",Fishmonger / seafood,3,,Fishmonger,false,5,9,1
52,Retail & Foodservice,"Kitchen / Food ",Baking,2,,Baker,false,5,10,1
53,Retail & Foodservice,"Kitchen / Food ",Pastry,3,,Pastry Cook,false,5,11,1
54,Retail & Foodservice,"Kitchen / Food ",Confection,3,,"Confection Production, Confection Production Associate, Confections Specialist",false,5,12,1
55,Sales & Customer Service,Management,Sales: consumer,5,,"Sales Manager, Management: Sales, Sales Lead",false,1,1,2
56,Sales & Customer Service,Management,Sales: commercial / enterprise,5,,"Enterprise Sales Manager, Business Development Manager, Management: Sales, Sales Lead",false,1,2,2
57,Sales & Customer Service,Management,Customer service,5,7,"Customer Service Manager, Client Service Manager, Client Relations Manager, Customer Support Manager",false,1,3,2
58,Sales & Customer Service,Management,Fundraising,5,,"Fundraising Manager, Fundraising Development Manager, Partnerships Manager, Gifts Manager, Donor Relations Manager",false,1,4,2
59,Sales & Customer Service,Sales,Sales: consumer / retail,3,3,"Sales Associate, Salesperson, Sales, Sales Representative",false,2,1,2
60,Sales & Customer Service,Sales,Sales: commercial / enterprise,4,4,"Sales Associate, Salesperson, Sales, Sales Representative",false,2,2,2
61,Sales & Customer Service,Sales,Server / waitstaff,3,5,"Server, Waitstaff",false,2,3,2
62,Sales & Customer Service,Sales,Real estate agent: residential,3,20,"Residential Real Estate Agent, Real Estate Sales Professional",false,2,5,2
63,Sales & Customer Service,Sales,Real estate agent: commercial,4,21,"Commercial Real Estate Agent, Real Estate Sales Professional",false,2,6,2
64,Sales & Customer Service,Sales,Insurance: consumer,3,24,"Insurance Agent, Insurance Broker, Insurance Sales Representative",false,2,9,2
65,Sales & Customer Service,Sales,Insurance: commercial,3,25,"Insurance Agent, Insurance Broker, Insurance Sales Representative",false,2,10,2
66,Sales & Customer Service,Sales,Financial planning / wealth management,4,26,"Financial Advisor, Financial Planner, Wealth Planner, Financial Planning Advisor",false,2,11,2
67,Sales & Customer Service,Sales,Banking: commercial,4,27,"Commercial Banker, Commercial Banking Specialist",false,2,12,2
68,Sales & Customer Service,Sales,Loans: consumer,4,28,"Personal Loan Officer, Loan Officer",false,2,13,2
69,Sales & Customer Service,Sales,Loans: commercial,4,29,"Commercial Loan Officer, Loan Officer",false,2,14,2
70,Sales & Customer Service,Sales,Fundraising,3,,"Fundraising Development, Fundraising Development Officer, Fundraising Specialist",false,2,15,2
71,Sales & Customer Service,Customer Service,Customer service,3,6,"Customer Service Associate, Customer Service, Associate",false,3,1,2
72,Sales & Customer Service,Customer Service,Cashier,2,8,"Cashier, Team Member, Associate",false,3,2,2
73,Sales & Customer Service,Customer Service,Bank teller,3,9,"Bank Teller, Teller",false,3,3,2
74,Sales & Customer Service,Customer Service,Flight attendant,3,16,Flight Attendant,false,3,4,2
75,"Marketing, Media & Content Creation",Management,Marketing,5,,"Marketing Manager, Marketing Strategy Manager?",false,1,1,3
76,"Marketing, Media & Content Creation",Management,Digital advertising,5,,"Digital Advertising Manager, Digital Ads Manager, Digital Advertising Team Lead",false,1,2,3
77,"Marketing, Media & Content Creation",Management,Social media marketing,5,,"Social Media Marketing Manager, Social Media Marketing Team Lead",false,1,3,3
78,"Marketing, Media & Content Creation",Management,Video: production,5,30,Video Production Manager,false,1,4,3
79,"Marketing, Media & Content Creation",Management,Audio: production,5,31,"Audio Production Manager, Audio Engineer Lead",false,1,5,3
80,"Marketing, Media & Content Creation",Management,Graphic design,5,,"Graphic Design Manager, Graphic Design Team Lead",false,1,6,3
81,"Marketing, Media & Content Creation",Digital Advertising & Social Media Marketing,Paid ads: social media,4,,"Social Media Paid Ads Specialist, Social Media Ads Specialist",false,2,1,3
82,"Marketing, Media & Content Creation",Digital Advertising & Social Media Marketing,Paid ads: ecommerce & retail,4,,"Ecommerce Paid Ads Specialist, Ecommerce Ads Specialist",false,2,2,3
83,"Marketing, Media & Content Creation",Digital Advertising & Social Media Marketing,Paid ads: search / SEM,4,,"Paid Search Ads Specialist, PPC Ads Specialist, Paid Search Specialist",false,2,3,3
84,"Marketing, Media & Content Creation",Digital Advertising & Social Media Marketing,Paid ads: programmatic,4,,Programmatic Advertising Specialist,false,2,4,3
85,"Marketing, Media & Content Creation",Digital Advertising & Social Media Marketing,SEO,4,,SEO Specialist,false,2,5,3
86,"Marketing, Media & Content Creation",Digital Advertising & Social Media Marketing,ASO,4,,ASO Specialist,false,2,6,3
87,"Marketing, Media & Content Creation",Digital Advertising & Social Media Marketing,Email marketing,4,,Email Marketing Specialist,false,2,7,3
88,"Marketing, Media & Content Creation",Digital Advertising & Social Media Marketing,Social media marketing,4,,"Social Media Brand Manager, Social Media Engagement Manager, Social Media Community Manager",false,2,8,3
89,"Marketing, Media & Content Creation","Models, Performers & Influencers / Brand Ambassadors",Influencer: social media platforms,3,32,Influencer,false,3,1,3
90,"Marketing, Media & Content Creation","Models, Performers & Influencers / Brand Ambassadors",Influencer: blogs & newsletters,3,33,Influencer,false,3,2,3
91,"Marketing, Media & Content Creation","Models, Performers & Influencers / Brand Ambassadors",Model,3,34,Model,false,3,3,3
92,"Marketing, Media & Content Creation","Models, Performers & Influencers / Brand Ambassadors",Performer,3,35,Performer,false,3,4,3
93,"Marketing, Media & Content Creation","Audio, Video, Photo & Graphic Design ",Photography,3,36,Photographer,false,4,1,3
94,"Marketing, Media & Content Creation","Audio, Video, Photo & Graphic Design ",Video: recording,3,37,Video Recording Professional,false,4,2,3
95,"Marketing, Media & Content Creation","Audio, Video, Photo & Graphic Design ",Video: post production / editing,4,,Post-Production Video Specialist,false,4,3,3
96,"Marketing, Media & Content Creation","Audio, Video, Photo & Graphic Design ",Drones: arial,3,38,Drone Operator,false,4,4,3
97,"Marketing, Media & Content Creation","Audio, Video, Photo & Graphic Design ",Audio: recording,3,39,Audio Recording Professional,false,4,5,3
98,"Marketing, Media & Content Creation","Audio, Video, Photo & Graphic Design ",Audio: post-production,4,,Post-Production Audio Specialist,false,4,6,3
99,"Marketing, Media & Content Creation","Audio, Video, Photo & Graphic Design ",Graphic design,4,,Graphic Designer,false,4,7,3
100,"Marketing, Media & Content Creation",Writing,Copywriting,4,,Copywriter,false,5,1,3
101,"Marketing, Media & Content Creation",Writing,"Articles, blogs & newsletters",4,,Writer,false,5,2,3
102,"Marketing, Media & Content Creation",Writing,Books,4,,Writer,false,5,3,3
103,"Marketing, Media & Content Creation",Writing,Screenwriting,4,,Screenwriter,false,5,4,3
104,"Administrative, Payments & Accounting",Management,Administrative / clerical,5,,"Office Manager, Administrative Manager, Administrative Supervisor, Office Operations Manager, Administrative Support Manager",false,1,1,4
105,"Administrative, Payments & Accounting",Management,Accounts payable,5,,"Accounts Payable Supervisor, Accounts Payable Manager, Accounts Payable Team Lead",false,1,2,4
106,"Administrative, Payments & Accounting",Management,Accounts receivable,5,,"Accounts Receivable Supervisor, Accounts Receivable Manager, Accounts Receivable Team Lead",false,1,3,4
107,"Administrative, Payments & Accounting",Management,Medical billing,5,40,"Medical Billing Manager, Medical Billing Supervisor",false,1,4,4
108,"Administrative, Payments & Accounting",Management,Payroll,5,,"Payroll Manager, Payroll Operations Manager, Payroll Supervisor, Payroll Services Manager, Payroll Administration Manager",false,1,5,4
109,"Administrative, Payments & Accounting",Management,Accounting: personal,5,,"Personal Accounting Manager, Accounting Manager",false,1,6,4
110,"Administrative, Payments & Accounting",Management,Accounting: commercial,5,,Accounting Manager,false,1,7,4
111,"Administrative, Payments & Accounting",Management,Finance: business / organizational,5,41,"Finance Manager, Financial Operations Manager",false,1,8,4
112,"Administrative, Payments & Accounting",General Administrative,Administrative / clerical,3,42,"Administrative Assistant, Office Administrator, Administrative Support Specialist",false,2,1,4
113,"Administrative, Payments & Accounting",General Administrative,Executive assistant,3,,Executive Assistant,false,2,2,4
114,"Administrative, Payments & Accounting","Billing, Payroll & Accounting",Accounts payable,3,,"Accounts Payable Specialist, Accounts Payable Clerk, Accounts Payable Coordinator, Accounts Payable Administrator, Accounts Payable Associate",false,3,1,4
115,"Administrative, Payments & Accounting","Billing, Payroll & Accounting",Accounts receivable,3,,"Accounts Receivable Specialist, Accounts Receivable Clerk, Accounts Receivable Coordinator, Accounts Receivable Administrator, Accounts Receivable Associate",false,3,2,4
116,"Administrative, Payments & Accounting","Billing, Payroll & Accounting",Medical billing,3,43,"Medical Billing Specialist, Medical Billing Administrator, Medical Billing Coordinator",false,3,3,4
117,"Administrative, Payments & Accounting","Billing, Payroll & Accounting",Payroll,3,,"Payroll Administrator, Payroll Specialist, Payroll Coordinator, Payroll Clerk, Payroll Support Specialist",false,3,4,4
118,"Administrative, Payments & Accounting","Billing, Payroll & Accounting",Bookkeeping,3,,Bookkeeper,false,3,5,4
119,"Administrative, Payments & Accounting","Billing, Payroll & Accounting",Accounting: commercial,4,,"Business Accountant, Accountant",false,3,6,4
120,"Administrative, Payments & Accounting","Billing, Payroll & Accounting",Accounting: personal,4,,"Personal Accountant, Accountant",false,3,7,4
121,"Finance, Banking & Insurance",Management,Finance: business / organizational,5,41,"Finance Manager, Financial Operations Manager",false,1,1,5
122,"Finance, Banking & Insurance",Management,Finance: investments,5,,"Investment Manager, Asset Manager, Portfolio Manager",false,1,2,5
123,"Finance, Banking & Insurance",Management,Banking: consumer,5,,"Consumer Banking Manager, Retail Banking Manager",false,1,3,5
124,"Finance, Banking & Insurance",Management,Banking: commercial,5,,"Commercial Banking Manager, Business Banking Manager",false,1,4,5
125,"Finance, Banking & Insurance",Management,Loans: consumer,5,,"Consumer Loan Manager, Retail Lending Manager",false,1,6,5
126,"Finance, Banking & Insurance",Management,Loans: commercial,5,,"Commercial Lending Manager, Commercial Loan Manager",false,1,7,5
127,"Finance, Banking & Insurance",Management,Underwriting: consumer banking,5,,"Consumer Underwriting Manager, Consumer Loan Underwriting Manager, Retail Underwriting Manager,  Consumer Banking Underwriting Manager",false,1,8,5
128,"Finance, Banking & Insurance",Management,Underwriting: commercial banking,5,,"Commercial Underwriting Manager, Corporate Loan Underwriting Manager, Business Banking Underwriting Manager, Commercial Banking Underwriting Manager",false,1,9,5
129,"Finance, Banking & Insurance",Management,Insurance: consumer,5,,Consumer Insurance Manager,false,1,10,5
130,"Finance, Banking & Insurance",Management,Insurance: commercial,5,,"Commercial Insurance Manager, Business Insurance Manager",false,1,11,5
131,"Finance, Banking & Insurance",Management,Underwriting: consumer insurance,5,,"Consumer Insurance Underwriting Manager, Consumer Insurance Underwriting Lead",false,1,12,5
132,"Finance, Banking & Insurance",Management,Underwriting: commercial insurance,5,,"Commercial Insurance Underwriting Manager, Business Insurance Underwriting Manager",false,1,13,5
133,"Finance, Banking & Insurance",Management,Claims: consumer,5,,"Consumer Claims Manager, Consumer Claims Lead",false,1,14,5
134,"Finance, Banking & Insurance",Management,Claims: commercial,5,,"Commercial Claims Manager, Commercial Claims Lead",false,1,15,5
135,"Finance, Banking & Insurance",Management,Escrow,5,83,"Escrow Manager, Escrow Operations Supervisor",false,1,16,5
136,"Finance, Banking & Insurance",Sales,Sales: consumer / retail,3,3,"Sales Associate, Salesperson, Sales, Sales Representative",false,2,1,5
137,"Finance, Banking & Insurance",Sales,Sales: commercial / enterprise,4,4,"Sales Associate, Salesperson, Sales, Sales Representative",false,2,2,5
138,"Finance, Banking & Insurance",Sales,Insurance: consumer,3,24,"Insurance Agent, Insurance Broker, Insurance Sales Representative",false,2,4,5
139,"Finance, Banking & Insurance",Sales,Insurance: commercial,3,25,"Insurance Agent, Insurance Broker, Insurance Sales Representative",false,2,5,5
140,"Finance, Banking & Insurance",Sales,Financial planning / wealth management,4,26,"Financial Advisor, Financial Planner, Wealth Planner, Financial Planning Advisor",false,2,6,5
141,"Finance, Banking & Insurance",Sales,Banking: commercial,4,27,"Commercial Banker, Commercial Banking Specialist",false,2,7,5
142,"Finance, Banking & Insurance",Sales,Loans: consumer,4,28,"Personal Loan Officer, Loan Officer",false,2,8,5
143,"Finance, Banking & Insurance",Sales,Loans: commercial,4,29,"Commercial Loan Officer, Loan Officer",false,2,9,5
144,"Finance, Banking & Insurance","Client, Transaction & Insurance Services",Customer service,3,6,"Customer Service Associate, Customer Service, Associate",false,3,1,5
145,"Finance, Banking & Insurance","Client, Transaction & Insurance Services",Bank teller,3,9,"Bank Teller, Teller",false,3,2,5
146,"Finance, Banking & Insurance","Client, Transaction & Insurance Services",Escrow,3,44,"Escrow Administrator, Escrow Specialist",false,3,3,5
147,"Finance, Banking & Insurance","Client, Transaction & Insurance Services",Property appraisal: auto,3,,"Auto Appraiser, Vehicle Appraisal Specialist, Auto Appraisal Specialist",false,3,4,5
148,"Finance, Banking & Insurance","Client, Transaction & Insurance Services",Property appraisal: residential,3,45,"Residential Property Appraiser, Residential Property Appraisal Specialist, Residential Real Estate Appraiser",false,3,5,5
149,"Finance, Banking & Insurance","Client, Transaction & Insurance Services",Property appraisal: commercial,3,46,"Commercial Property Appraiser, Commercial Property Appraisal Specialist, Commercial Real Estate Appraiser",false,3,6,5
150,"Finance, Banking & Insurance","Client, Transaction & Insurance Services",Inspection: residential buildings,3,47,"Residential Building Inspector, Residential Building Inspection Specialist",false,3,7,5
151,"Finance, Banking & Insurance","Client, Transaction & Insurance Services",Inspection: commercial buildings,3,48,"Commercial Building Inspector, Commercial Building Inspection Specialist",false,3,8,5
152,"Finance, Banking & Insurance","Client, Transaction & Insurance Services",Underwriting: consumer loans,3,,"Consumer Loan Underwriter, Consumer Loan Underwriting Specialist, Consumer Loan Underwriting Administrator",false,3,9,5
153,"Finance, Banking & Insurance","Client, Transaction & Insurance Services",Underwriting: commercial loans,3,,"Commercial Loan Underwriter, Commercial Loan Underwriting Specialist, Commercial Loan Underwriting Administrator",false,3,10,5
154,"Finance, Banking & Insurance","Client, Transaction & Insurance Services",Claims: consumer,3,,"Consumer Claims Specialist, Consumer Claims Administrator, Personal Insurance Claims Specialist",false,3,11,5
155,"Finance, Banking & Insurance","Client, Transaction & Insurance Services",Claims: commercial,3,,"Commercial Claims Specialist, Commercial Claims Administrator",false,3,12,5
156,"Finance, Banking & Insurance","Client, Transaction & Insurance Services",Underwriting: consumer insurance,3,,"Consumer Insurance Underwriter, Consumer Insurance Underwriting Specialist, Consumer Insurance Underwriting Administrator",false,3,13,5
157,"Finance, Banking & Insurance","Client, Transaction & Insurance Services",Underwriting: commercial insurance,3,,"Commercial Insurance Underwriter, Commercial Insurance Underwriting Specialist, Commercial Insurance Underwriting Administrator",false,3,14,5
158,Human Resources & Recruiting,Management,Human resources,5,,"Human Resources Manager, HR Operations Manager, Human Resources Lead",false,1,1,6
159,Human Resources & Recruiting,Management,Recruiting,5,,"Talent Acquisition Manager, Recruiting Manager, Talent Acquisition Manager",false,1,2,6
160,Human Resources & Recruiting,Management,Benefits,5,,"Benefits Manager, Benefits Administration Manager",false,1,3,6
161,Human Resources & Recruiting,Management,Compliance,5,,HR Compliance Manager,false,1,4,6
162,Human Resources & Recruiting,Management,Training & development,5,,"HR Training Manager, HR Training and Development Manager",false,1,5,6
163,Human Resources & Recruiting,HR Operations,Human resources,3,,"HR Associate, HR Generalist",false,2,1,6
164,Human Resources & Recruiting,HR Operations,Recruiting / talent acquisition,3,,"Recruiter, Talent Acquisition Specialist, Recruiting Specialist",false,2,2,6
165,Human Resources & Recruiting,HR Operations,Benefits,3,,"Benefits Specialist, Benefits Administrator",false,2,3,6
166,Human Resources & Recruiting,HR Operations,Compliance,3,,"HR Compliance Specialist, HR Compliance Administrator",false,2,4,6
167,Human Resources & Recruiting,HR Operations,Training & development,3,,"HR Training and Development Specialist, HR Training and Development Professional",false,2,5,6
168,"Beauty, Body Art & Personal Care",Management,Salon,5,,Salon Manager,false,1,1,7
169,"Beauty, Body Art & Personal Care",Management,Spa,5,49,Spa Manager,false,1,2,7
170,"Beauty, Body Art & Personal Care",Management,Tattoo studio,5,,Tattoo Studio Manager,false,1,3,7
171,"Beauty, Body Art & Personal Care",Specialization,Hair cutting & styling: men,3,,"Barber, Men's Hair Stylist",false,2,1,7
172,"Beauty, Body Art & Personal Care",Specialization,Hair cutting & styling: women,3,,"Hair Stylist, Hairdresser",false,2,2,7
173,"Beauty, Body Art & Personal Care",Specialization,Hair removal,3,,"Hair Removal Specialist, Esthetician",false,2,3,7
174,"Beauty, Body Art & Personal Care",Specialization,Nails,3,,"Nail Technician, Nail Specialist, Cosmetologist",false,2,4,7
175,"Beauty, Body Art & Personal Care",Specialization,Makeup,3,,"Makeup Specialist, Cosmetologist",false,2,5,7
176,"Beauty, Body Art & Personal Care",Specialization,Skin care,3,,"Skin Care Specialist, Esthetician",false,2,6,7
177,"Beauty, Body Art & Personal Care",Specialization,Massage therapy,3,50,Massage Therapist,false,2,7,7
178,"Beauty, Body Art & Personal Care",Specialization,Tattoos,3,,Tattoo Artist,false,2,8,7
179,"Beauty, Body Art & Personal Care",Specialization,Piercing,3,,Piercer,false,2,9,7
180,Animal Care & Services,Management,Veterinarian Clinic,5,,Veterinary Practice Manager,false,1,1,8
181,Animal Care & Services,Management,Pet Care Services & Facilities,5,,"Pet Facility Manager, Pet Care Operations Manager",false,1,2,8
182,Animal Care & Services,Medical,Veterinarian,5,,Veterinarian,false,2,1,8
183,Animal Care & Services,Medical,Veterinary assistant,4,,Veterinary Assistant,false,2,2,8
184,Animal Care & Services,Pet Caretaking,Pet walking,2,,Pet Walker,false,3,1,8
185,Animal Care & Services,Pet Caretaking,Pet sitting,2,,Pet Sitter,false,3,2,8
186,Animal Care & Services,Pet Caretaking,Training,4,,Trainer,false,3,3,8
187,Animal Care & Services,Pet Caretaking,Grooming,2,,Groomer,false,3,4,8
188,Animal Care & Services,Pet Caretaking,General labor: light lifting,1,12,"Team Member, Associate, Crew Member",false,3,5,8
189,Animal Care & Services,Pet Caretaking,General labor: heavy lifting,1,13,"Team Member, Associate, Crew Member",false,3,6,8
190,Security,Management,Security,5,51,"Security Manager, Security Lead",false,1,1,9
191,Security,Security Operations,Security: unarmed,3,52,"Unarmed Security Guard, Security, Security Guard",false,2,1,9
192,Security,Security Operations,Security: armed,4,53,"Armed Security Guard, Armed Security",false,2,2,9
193,Security,Security Operations,Dispatch,3,54,Dispatch,false,2,3,9
194,Cleaning & Remediation,Management,Housekeeping services,5,55,"Housekeeper, Housekeeping",false,1,1,10
195,Cleaning & Remediation,Management,Laundry services,5,,Laundry Services Manager,false,1,2,10
196,Cleaning & Remediation,Management,Janitorial / custodial,5,56,"Janitorial Services Manager, Custodial Services Manager",false,1,3,10
197,Cleaning & Remediation,Management,Disaster remediation & cleanup,5,,"Environmental Remediation Manager, Remediation & Cleanup Manager",false,1,4,10
198,Cleaning & Remediation,Management,Maintenance & service: residential pools,5,,Residential Pool Maintenance & Service Manager,true,1,5,10
199,Cleaning & Remediation,Management,Maintenance & service: commercial pools,5,57,Commercial Pool Maintenance & Service Manager,false,1,6,10
200,Cleaning & Remediation,Service Area,Housekeeping services,2,58,"Housekeeping Service, Cleaning Service, Cleaning Professional, Housekeeping Professional",false,2,1,10
201,Cleaning & Remediation,Service Area,Janitorial / custodial,2,14,"Steward, Custodian, Janitorial Services Associate",false,2,2,10
202,Cleaning & Remediation,Service Area,"Fire, flood & mold",3,,"Remediation Specialist, Remediation Technician",false,2,3,10
203,Cleaning & Remediation,Service Area,Hazmat / biohazard,4,,"Hazardous Waste Cleanup Specialist, HAZMAT Cleanup Professional",false,2,4,10
204,Cleaning & Remediation,Service Area,Maintenance & service: residential pools,3,59,"Residential Pool Maintenance & Service Specialist, Residential Pool Maintenance & Service Professional",false,2,5,10
205,Cleaning & Remediation,Service Area,Maintenance & service: commercial pools,4,60,"Commercial Pool Maintenance & Service Specialist, Commercial Pool Maintenance & Service Professional",false,2,6,10
206,Cleaning & Remediation,Service Area,Window cleaning: residential,3,61,Residential Window Cleaner,false,2,7,10
207,Cleaning & Remediation,Service Area,Window cleaning: commercial,3,62,Commercial Window Cleaner,false,2,8,10
208,Cleaning & Remediation,Service Area,Carpet & upholstery,3,,Carpet / Upholstery Cleaner,false,2,9,10
209,Cleaning & Remediation,Service Area,Chimneys,3,,Chimney Cleaner,false,2,10,10
210,Cleaning & Remediation,Service Area,General labor: light lifting,1,12,"Team Member, Associate, Crew Member",false,2,11,10
211,Cleaning & Remediation,Service Area,General labor: heavy lifting,1,13,"Team Member, Associate, Crew Member",false,2,12,10
212,"Landscaping, Groundskeeping & Pest Control",Construction Project Management,Landscaping,5,65,Landscaping Project Manager,false,1,3,11
213,"Landscaping, Groundskeeping & Pest Control",Grounds & Crew Management,Landscaping & groundskeeping: crew & grounds management,4,70,Landscaping Manager,false,1,7,11
214,"Landscaping, Groundskeeping & Pest Control",Grounds & Crew Management,Landscaping & groundskeeping: golf courses,5,71,Golf Course Groundskeeping Manager,false,1,8,11
215,"Landscaping, Groundskeeping & Pest Control",Grounds & Crew Management,Tree care,5,,Tree Care Manager,false,1,9,11
216,"Landscaping, Groundskeeping & Pest Control",Grounds & Crew Management,Pest control,5,,Pest Control Manager,true,1,10,11
217,"Landscaping, Groundskeeping & Pest Control",Services & Operations,Landscaping & groundskeeping,2,72,"Lawn technician, Landscaping professional",false,2,2,11
218,"Landscaping, Groundskeeping & Pest Control",Services & Operations,Irrigation,3,73,"Irrigation Specialist, Irrigation Professional, Irrigation Tech",false,2,3,11
219,"Landscaping, Groundskeeping & Pest Control",Services & Operations,Tree & shrub care,3,74,"Tree & Shrub Care Specialist, Tree & Shrub Care Professional",false,2,4,11
220,"Landscaping, Groundskeeping & Pest Control",Services & Operations,Tree trimming,3,75,"Tree Trimming Specialist, Tree Trimming Professional",false,2,5,11
221,"Landscaping, Groundskeeping & Pest Control",Services & Operations,Chemical application: lawn care,3,76,Chemical Applicator,false,2,6,11
222,"Landscaping, Groundskeeping & Pest Control",Services & Operations,Landscape design,4,69,Landscape Design Professional,false,2,1,11
223,"Landscaping, Groundskeeping & Pest Control",Services & Operations,Pest control,3,77,"Pest Control Technician, Pest Control Tech",false,2,7,11
224,"Landscaping, Groundskeeping & Pest Control",Services & Operations,Fence install,3,78,"Fence Install Specialist, Fence Install Professional",false,2,8,11
225,"Landscaping, Groundskeeping & Pest Control",Services & Operations,General labor: light lifting,1,12,"Team Member, Associate, Crew Member",true,2,12,11
226,"Landscaping, Groundskeeping & Pest Control",Services & Operations,General labor: heavy lifting,1,13,"Team Member, Associate, Crew Member",false,2,13,11
227,"Landscaping, Groundskeeping & Pest Control",Equipment Operation,Light & medium equipment: earthwork / construction,3,80,Light / Medium Equipment Operator,false,3,1,11
228,"Landscaping, Groundskeeping & Pest Control",Equipment Operation,Light & medium equipment: warehouse / yard / port,3,81,Light / Medium Equipment Operator,false,3,2,11
229,"Landscaping, Groundskeeping & Pest Control",Equipment Operation,Heavy equipment: earthwork / construction,4,82,Heavy Equipment Operator,false,3,3,11
230,Real Estate & Property Management,Brokers & Real Estate Agents,Broker: real estate - residential,5,,Residential Real Estate Broker,false,2,1,12
231,Real Estate & Property Management,Brokers & Real Estate Agents,Broker: real estate - commercial,5,,Commercial Real Estate Broker,false,2,2,12
232,Real Estate & Property Management,Management,Escrow,5,83,"Escrow Manager, Escrow Operations Supervisor",false,1,1,12
